transaction_item_id,transaction_id,product_id,quantity,price
1,146,383,9,492.73
2,801,252,9,476.54
3,985,934,9,228.61
4,2,833,8,480.75
5,636,297,3,5.27
6,956,944,8,140.28
7,257,860,7,499.62
8,863,648,4,294.65
9,523,289,1,84.9
10,547,577,2,153.82
11,405,716,2,416.1
12,743,570,5,439.75
13,216,626,9,478.92
14,326,906,6,319.41
15,771,725,8,140.14
16,679,330,6,109.26
17,983,614,6,12.86
18,709,137,1,306.35
19,5,924,1,337.99
20,424,570,8,382.42
21,552,84,2,271.63
22,914,853,8,337.76
23,362,996,7,414.6
24,367,397,3,420.38
25,832,714,1,66.76
26,380,959,4,225.07
27,227,761,1,380.42
28,697,944,6,99.8
29,836,629,5,405.17
30,227,240,8,483.81
31,38,288,8,452.73
32,724,621,4,8.53
33,841,654,7,59.92
34,285,583,9,249.54
35,566,199,10,337.73
36,618,579,3,37.35
37,132,764,2,68.08
38,956,584,4,441.1
39,747,802,5,99.97
40,695,24,9,309.16
41,698,574,8,5.97
42,438,657,1,427.66
43,331,443,7,140.65
44,697,531,8,250.31
45,530,778,1,442.48
46,230,49,5,459.6
47,546,460,6,7.55
48,200,343,2,440.65
49,828,26,4,489.16
50,434,981,2,458.91
51,202,169,6,158.85
52,642,641,2,18.8
53,443,828,1,298.3
54,642,958,6,421.05
55,254,111,8,122.99
56,349,853,1,411.71
57,533,814,4,472.06
58,795,615,10,222.07
59,98,641,8,291.57
60,88,998,1,458.77
61,387,321,2,392.41
62,64,942,8,32.12
63,626,642,7,37.57
64,694,58,9,30.84
65,871,391,7,52.44
66,771,421,4,432.97
67,807,676,10,10.25
68,394,476,7,440.57
69,635,104,6,327.21
70,692,802,1,229.77
71,337,602,4,58.46
72,13,610,2,298.48
73,861,199,10,67.36
74,522,263,6,213.4
75,743,636,8,97.03
76,141,817,1,34.94
77,320,599,7,259.0
78,668,773,6,159.04
79,907,555,3,77.97
80,317,618,6,149.08
81,994,9,9,295.29
82,695,149,1,122.51
83,839,856,9,430.06
84,433,353,4,488.37
85,656,931,4,393.71
86,350,194,8,348.92
87,479,615,6,426.74
88,580,987,6,309.97
89,429,337,3,56.9
90,898,809,1,250.49
91,943,4,4,348.14
92,478,639,4,123.31
93,753,787,6,404.6
94,385,211,7,96.2
95,7,372,1,41.5
96,31,569,2,75.49
97,451,200,10,456.79
98,369,45,1,103.57
99,291,179,4,443.26
100,737,179,6,424.53
101,252,183,4,15.64
102,864,269,2,15.39
103,694,141,7,329.16
104,907,114,6,468.38
105,313,468,4,187.97
106,382,677,3,470.88
107,819,639,7,439.8
108,67,122,3,441.95
109,134,814,4,99.88
110,388,712,6,162.39
111,440,652,4,460.9
112,782,631,10,98.61
113,549,302,3,167.2
114,55,645,5,437.06
115,872,521,10,443.49
116,215,745,2,393.41
117,810,680,10,37.11
118,521,398,9,190.26
119,532,476,3,164.3
120,383,539,8,359.25
121,507,486,5,292.69
122,654,944,10,326.62
123,213,225,4,228.78
124,241,406,4,156.47
125,911,387,10,82.82
126,863,384,5,277.52
127,138,770,2,151.05
128,532,361,4,294.06
129,477,525,10,171.51
130,462,479,7,207.43
131,824,510,6,140.14
132,26,184,8,120.73
133,661,78,6,451.23
134,302,863,9,258.83
135,660,81,5,463.67
136,101,122,2,183.32
137,560,206,6,102.34
138,338,257,5,373.88
139,787,700,5,99.37
140,619,142,9,456.63
141,9,789,5,144.51
142,355,802,7,473.18
143,842,594,1,238.64
144,525,780,3,433.41
145,234,233,4,239.85
146,529,602,9,380.02
147,740,834,8,173.63
148,88,321,4,217.25
149,965,715,7,108.74
150,461,874,9,19.9
151,143,592,3,156.26
152,756,10,8,406.15
153,855,364,6,116.62
154,436,703,7,382.61
155,708,551,5,166.41
156,24,582,1,461.46
157,158,976,6,286.25
158,819,618,10,289.07
159,401,391,4,474.6
160,66,548,7,98.23
161,112,337,10,481.16
162,655,917,5,51.15
163,107,692,9,92.93
164,847,706,10,246.86
165,192,204,2,456.12
166,396,291,4,120.35
167,676,537,2,230.06
168,378,531,1,90.05
169,881,932,7,198.6
170,114,133,9,212.11
171,761,71,7,477.77
172,887,212,3,435.87
173,318,443,8,83.6
174,589,962,5,295.81
175,515,734,8,141.34
176,8,147,8,36.67
177,409,620,4,265.3
178,933,583,8,232.8
179,590,41,2,147.52
180,903,941,8,176.66
181,863,729,5,198.59
182,844,830,3,210.45
183,184,922,10,367.96
184,469,394,3,350.77
185,98,403,1,123.65
186,892,162,5,441.87
187,551,299,2,350.53
188,740,924,4,454.82
189,422,781,9,65.01
190,378,79,2,254.68
191,799,334,7,228.21
192,259,213,9,27.09
193,28,75,8,193.67
194,764,409,4,201.35
195,11,257,2,356.0
196,140,335,8,244.96
197,70,85,9,330.23
198,731,973,8,74.43
199,841,286,3,89.44
200,19,622,2,92.73
201,128,548,7,88.38
202,688,782,1,340.3
203,158,452,6,93.08
204,732,36,9,112.0
205,714,49,9,322.3
206,734,676,2,198.36
207,316,455,1,301.11
208,50,791,7,384.72
209,952,256,6,454.83
210,205,94,1,213.73
211,15,346,4,341.58
212,65,226,2,399.48
213,851,681,3,363.39
214,46,426,9,58.3
215,335,331,9,315.26
216,640,213,9,200.56
217,439,124,4,110.82
218,366,332,3,12.42
219,670,324,1,197.65
220,470,226,2,330.69
221,286,666,10,187.65
222,69,907,4,208.49
223,786,614,8,491.64
224,105,730,9,396.67
225,945,871,10,89.87
226,983,98,10,165.56
227,647,714,7,340.56
228,996,790,3,169.36
229,651,780,6,489.12
230,683,494,2,170.88
231,624,934,10,227.21
232,524,656,4,254.19
233,722,14,4,15.5
234,778,919,2,157.88
235,756,439,4,311.78
236,62,141,6,251.87
237,207,156,7,106.17
238,39,244,10,494.33
239,455,757,6,71.46
240,326,660,1,262.83
241,425,664,5,376.52
242,235,868,6,174.65
243,211,553,1,453.78
244,681,255,4,305.99
245,391,534,6,95.86
246,645,7,2,435.58
247,72,977,4,30.79
248,145,961,4,67.15
249,178,607,9,416.45
250,955,210,4,256.18
251,437,743,8,159.17
252,739,203,4,214.89
253,621,255,5,146.25
254,460,991,4,139.57
255,801,493,2,475.75
256,369,408,7,88.04
257,452,433,9,306.65
258,444,779,3,410.7
259,813,494,1,382.16
260,438,875,2,380.63
261,944,308,10,270.91
262,567,745,3,132.36
263,475,314,8,145.2
264,576,621,8,40.61
265,140,733,8,101.88
266,939,195,1,11.35
267,513,748,6,248.27
268,948,426,7,485.39
269,383,394,8,157.37
270,603,73,7,443.07
271,944,128,7,466.4
272,167,199,7,478.76
273,790,936,6,257.26
274,501,651,6,349.75
275,667,395,7,369.15
276,249,490,1,461.13
277,371,647,1,350.25
278,661,152,5,304.69
279,967,698,3,130.87
280,617,593,3,11.11
281,790,95,7,201.85
282,601,998,2,261.68
283,194,898,7,87.08
284,438,259,5,252.82
285,546,675,7,295.11
286,752,422,2,59.09
287,587,796,6,408.04
288,276,767,4,465.36
289,408,716,5,8.18
290,173,836,8,5.78
291,72,793,7,264.86
292,671,296,7,89.46
293,384,191,3,103.02
294,187,515,2,228.08
295,834,218,3,104.47
296,768,188,4,133.38
297,924,893,7,223.16
298,935,640,2,434.84
299,171,82,5,47.42
300,128,284,2,174.37
301,600,241,8,245.17
302,779,104,1,35.22
303,770,979,1,334.33
304,809,43,2,109.48
305,811,8,7,303.48
306,986,780,5,466.4
307,485,776,6,304.16
308,345,380,6,499.73
309,837,246,6,334.21
310,388,626,1,487.78
311,895,339,2,6.53
312,892,716,7,363.98
313,910,948,3,17.71
314,126,890,9,143.34
315,717,770,4,187.37
316,634,703,8,259.88
317,677,193,1,493.16
318,981,965,6,13.23
319,369,895,1,484.95
320,754,334,8,120.61
321,497,410,10,398.01
322,357,439,8,493.5
323,878,717,2,368.47
324,301,622,4,357.41
325,891,533,10,393.51
326,734,517,1,68.29
327,816,90,5,417.02
328,562,896,8,88.19
329,457,978,2,243.67
330,554,247,4,109.76
331,772,967,2,57.21
332,733,30,3,464.86
333,335,925,7,384.32
334,226,737,5,334.64
335,975,920,2,334.41
336,945,548,8,49.77
337,709,341,4,466.23
338,785,947,10,37.01
339,352,387,7,328.69
340,804,576,7,405.18
341,229,266,2,149.03
342,115,92,6,371.59
343,960,193,2,288.56
344,131,874,6,477.26
345,591,755,1,158.85
346,605,549,4,424.32
347,434,328,6,399.77
348,957,816,3,262.28
349,617,605,4,57.76
350,10,552,8,161.38
351,836,966,5,419.42
352,512,697,8,77.98
353,291,150,1,301.45
354,317,515,2,140.36
355,869,724,10,241.75
356,849,221,8,149.29
357,990,386,1,490.67
358,342,157,4,424.79
359,957,830,4,351.7
360,54,946,3,429.11
361,745,402,5,492.27
362,676,935,3,495.58
363,562,402,6,214.11
364,485,357,7,198.58
365,541,745,5,144.77
366,946,200,9,199.92
367,135,332,10,433.6
368,56,871,5,231.48
369,168,592,3,223.73
370,495,299,3,108.83
371,824,767,4,368.98
372,10,371,10,55.46
373,805,880,3,191.4
374,438,696,3,463.36
375,99,365,8,93.92
376,54,121,9,326.8
377,608,445,3,315.35
378,414,251,1,63.81
379,407,501,5,345.55
380,978,177,7,389.05
381,815,687,2,389.98
382,886,838,7,141.23
383,669,456,6,10.74
384,120,85,2,247.16
385,685,931,9,116.34
386,601,587,10,242.35
387,711,764,2,398.2
388,186,394,8,499.98
389,720,445,5,287.85
390,102,334,2,358.32
391,883,815,9,96.52
392,833,718,1,199.93
393,838,550,9,246.84
394,532,858,10,271.8
395,839,810,2,377.99
396,213,989,2,94.43
397,614,712,3,7.64
398,458,820,6,65.91
399,132,589,4,328.06
400,90,576,5,426.47
401,36,87,2,255.54
402,373,990,9,89.94
403,968,674,1,127.93
404,48,969,9,452.79
405,301,675,9,225.24
406,591,503,6,263.72
407,361,621,9,257.74
408,705,102,1,122.36
409,193,146,5,428.76
410,221,981,3,303.06
411,222,606,6,142.31
412,747,638,7,41.81
413,262,267,7,326.64
414,168,410,8,46.21
415,261,693,7,470.4
416,147,549,4,39.93
417,751,276,4,358.65
418,578,674,9,304.45
419,430,842,3,161.6
420,807,445,7,17.83
421,619,254,2,138.71
422,545,113,9,206.36
423,338,656,2,184.6
424,342,797,5,77.43
425,818,232,5,9.88
426,387,993,4,192.42
427,108,802,2,91.99
428,746,897,5,296.47
429,827,502,2,266.84
430,718,586,5,278.01
431,623,102,1,89.52
432,970,770,7,94.43
433,826,760,9,278.08
434,904,871,7,241.05
435,131,266,1,344.9
436,731,160,3,75.62
437,582,754,5,31.17
438,743,655,6,355.21
439,256,695,10,212.03
440,469,188,8,493.19
441,818,480,9,146.98
442,976,439,9,471.13
443,903,946,4,156.07
444,879,90,5,206.22
445,321,866,2,319.16
446,79,748,4,472.71
447,170,590,1,46.87
448,293,568,8,405.13
449,11,986,7,340.13
450,955,749,3,242.43
451,528,702,9,350.45
452,416,15,10,99.14
453,852,764,1,358.51
454,720,548,6,125.89
455,757,678,9,343.62
456,44,622,8,482.5
457,691,953,9,452.38
458,180,77,6,420.51
459,527,362,1,214.25
460,389,175,6,485.02
461,347,936,4,416.7
462,872,785,2,148.58
463,495,301,5,110.47
464,756,647,10,199.84
465,946,313,9,413.74
466,37,958,8,446.78
467,869,500,1,181.09
468,631,472,6,152.68
469,110,6,6,445.65
470,191,412,6,9.39
471,442,504,4,46.95
472,527,921,3,208.31
473,936,500,1,82.04
474,673,257,4,238.0
475,384,307,6,217.03
476,187,550,5,58.8
477,450,673,8,85.11
478,363,766,7,7.88
479,905,892,4,59.78
480,292,42,3,200.3
481,762,340,1,84.35
482,204,972,8,480.05
483,273,122,7,247.09
484,508,820,3,165.82
485,783,800,7,253.42
486,946,760,7,70.05
487,981,111,1,67.43
488,353,513,1,384.86
489,243,54,6,217.68
490,612,756,1,219.99
491,297,289,8,45.89
492,440,254,10,80.49
493,524,192,4,144.16
494,118,885,5,497.16
495,254,683,7,103.21
496,724,802,2,352.07
497,515,626,3,98.39
498,876,606,3,118.55
499,136,411,1,140.56
500,197,952,3,216.02
501,632,205,2,432.85
502,390,418,9,156.69
503,649,237,4,171.41
504,491,63,9,216.4
505,53,312,2,138.28
506,288,966,6,357.23
507,253,328,1,94.97
508,1,54,6,109.93
509,484,287,10,54.88
510,190,259,8,184.97
511,312,115,2,336.13
512,700,566,3,168.95
513,760,830,6,372.75
514,604,542,10,188.94
515,666,283,4,294.24
516,90,909,2,69.59
517,761,617,2,25.31
518,992,935,4,100.5
519,457,948,2,42.07
520,560,634,6,154.23
521,486,780,4,269.11
522,158,45,3,99.89
523,564,729,5,446.34
524,778,874,9,487.69
525,917,375,8,316.78
526,121,933,7,38.52
527,430,537,9,396.49
528,171,614,5,349.87
529,133,297,1,478.12
530,63,814,4,371.65
531,408,507,9,435.78
532,995,77,3,221.68
533,522,394,9,390.79
534,411,622,5,107.43
535,4,164,10,112.81
536,714,10,9,230.44
537,725,738,9,133.12
538,873,226,5,355.59
539,566,122,3,115.85
540,547,244,5,24.35
541,152,965,5,463.99
542,277,895,1,322.99
543,255,844,4,269.62
544,2,665,6,318.18
545,996,378,6,46.21
546,723,906,9,135.7
547,137,419,10,150.97
548,59,641,1,412.85
549,225,749,5,92.48
550,995,17,9,330.37
551,889,797,10,57.69
552,764,705,7,473.1
553,264,891,10,277.68
554,837,453,4,165.51
555,209,596,7,82.04
556,238,748,7,187.48
557,924,491,2,250.5
558,471,190,3,98.49
559,503,966,3,325.54
560,22,318,3,443.2
561,838,404,10,97.98
562,147,74,7,126.4
563,931,661,7,54.62
564,540,141,1,303.63
565,387,394,1,59.47
566,14,782,1,70.43
567,789,86,5,75.6
568,643,615,1,397.24
569,10,981,2,273.47
570,838,347,2,105.15
571,492,778,10,446.73
572,836,168,5,169.22
573,159,250,1,274.05
574,274,643,9,65.92
575,845,46,2,274.6
576,106,524,7,75.21
577,935,230,1,117.2
578,395,151,6,329.41
579,232,944,7,344.95
580,733,843,2,248.45
581,113,230,2,478.45
582,289,366,2,309.77
583,122,370,2,448.32
584,620,155,3,217.17
585,343,615,3,341.32
586,154,915,5,314.26
587,294,357,2,139.19
588,512,678,6,466.78
589,831,929,2,395.48
590,883,956,3,390.0
591,151,328,3,198.35
592,739,816,8,408.25
593,116,592,7,479.99
594,286,149,2,164.91
595,131,187,7,179.54
596,507,435,8,348.24
597,424,617,6,73.42
598,967,670,4,194.68
599,563,510,9,269.22
600,546,550,4,195.39
601,595,733,7,265.84
602,796,711,4,353.03
603,241,371,1,105.62
604,872,18,6,281.4
605,981,137,2,34.49
606,358,370,3,150.88
607,148,856,9,486.05
608,935,432,4,109.31
609,230,58,3,63.03
610,713,721,3,191.84
611,27,713,7,188.98
612,719,109,10,41.52
613,858,609,3,19.94
614,375,145,2,126.3
615,13,583,7,79.11
616,187,482,3,375.31
617,716,972,5,237.74
618,740,346,8,391.79
619,712,14,5,60.08
620,62,903,1,304.07
621,178,516,3,10.38
622,853,434,8,279.31
623,850,265,10,253.43
624,727,233,7,466.07
625,279,997,2,263.14
626,974,129,4,203.2
627,58,225,7,95.93
628,764,1000,9,304.52
629,80,837,8,241.32
630,669,658,7,414.49
631,169,56,6,325.09
632,200,277,2,56.68
633,372,618,6,18.88
634,289,167,9,57.7
635,217,612,1,379.48
636,317,193,9,104.85
637,952,34,4,138.24
638,584,579,1,284.05
639,810,496,1,28.78
640,96,967,5,9.2
641,366,770,5,479.58
642,513,200,6,377.16
643,744,365,3,352.82
644,100,340,7,448.77
645,516,104,9,404.71
646,154,25,10,399.05
647,489,601,1,148.61
648,156,699,8,43.98
649,641,96,4,442.78
650,827,698,3,385.57
651,165,987,9,260.57
652,747,624,9,465.46
653,350,459,3,172.82
654,369,639,7,24.81
655,730,793,7,123.36
656,626,622,2,479.22
657,581,643,8,53.22
658,16,147,5,275.83
659,993,817,2,251.96
660,466,322,3,467.36
661,166,70,5,290.37
662,362,92,2,93.7
663,791,472,5,493.14
664,263,782,8,326.89
665,144,963,2,485.98
666,500,41,6,430.21
667,411,419,10,458.98
668,133,452,6,258.68
669,640,975,6,189.97
670,699,424,9,227.8
671,899,897,1,312.2
672,660,59,4,351.37
673,575,9,3,427.26
674,298,385,3,287.22
675,875,75,4,197.17
676,474,686,2,177.72
677,480,658,9,450.56
678,477,112,2,94.24
679,111,940,7,385.27
680,205,412,6,36.91
681,351,619,8,110.25
682,760,488,2,142.8
683,40,559,3,474.52
684,150,656,4,163.49
685,33,616,7,35.89
686,828,371,7,489.39
687,219,56,4,434.67
688,976,777,7,138.57
689,651,181,2,75.16
690,281,415,2,152.68
691,730,463,7,264.77
692,686,915,5,96.12
693,56,95,7,174.3
694,772,305,3,103.31
695,965,430,8,240.37
696,706,803,3,482.97
697,448,364,10,197.62
698,11,575,10,103.29
699,741,684,10,310.17
700,332,681,6,12.02
701,919,470,3,252.23
702,325,117,7,135.09
703,740,4,8,471.95
704,878,129,8,321.26
705,593,100,1,113.22
706,193,431,9,388.32
707,616,387,4,177.3
708,976,196,10,477.78
709,380,834,6,13.01
710,919,315,9,410.43
711,128,717,8,326.21
712,467,424,7,179.11
713,849,556,7,263.97
714,784,344,2,463.54
715,470,439,6,92.56
716,610,167,9,220.76
717,292,866,7,318.88
718,719,636,2,497.7
719,826,858,2,49.37
720,17,632,7,56.32
721,768,770,10,463.98
722,103,649,8,254.16
723,826,34,5,426.59
724,217,229,8,278.04
725,118,201,8,475.52
726,360,991,8,209.4
727,841,661,7,8.76
728,384,801,4,256.24
729,275,901,5,157.16
730,925,815,7,338.28
731,5,922,7,21.17
732,27,158,6,421.18
733,532,840,10,162.15
734,175,983,10,496.45
735,248,570,7,100.37
736,660,403,1,401.66
737,592,440,3,470.0
738,400,746,3,204.54
739,326,530,3,221.51
740,102,728,3,254.61
741,647,591,7,422.3
742,643,939,5,419.48
743,163,972,6,105.86
744,96,27,7,10.71
745,789,608,3,18.77
746,725,557,2,288.04
747,26,761,3,491.79
748,650,647,6,97.34
749,669,920,4,151.98
750,549,861,4,364.52
751,827,805,7,386.34
752,676,53,5,46.07
753,148,643,1,321.0
754,594,888,2,59.91
755,950,611,2,58.0
756,290,269,3,50.92
757,507,865,6,456.8
758,213,401,2,248.06
759,23,424,2,245.83
760,641,79,4,345.23
761,385,912,6,318.61
762,462,828,3,94.0
763,11,926,3,331.53
764,647,622,1,63.02
765,352,356,8,497.48
766,615,560,1,83.4
767,760,261,2,100.46
768,31,549,1,261.41
769,780,157,4,434.1
770,118,921,4,19.6
771,142,226,2,365.23
772,963,130,5,140.46
773,205,977,2,177.53
774,565,668,5,236.19
775,829,508,7,258.76
776,410,945,4,128.8
777,203,704,5,481.13
778,106,598,10,159.23
779,814,211,8,219.57
780,457,434,10,374.8
781,836,327,10,58.24
782,393,440,4,285.74
783,383,920,2,227.45
784,911,35,9,130.27
785,420,301,10,414.21
786,661,974,9,179.37
787,31,118,3,405.48
788,440,810,3,182.08
789,75,221,6,189.12
790,799,322,2,9.77
791,705,12,6,110.82
792,582,815,6,449.88
793,576,68,7,145.39
794,218,540,4,55.95
795,285,734,10,473.4
796,827,881,2,289.1
797,662,432,7,162.3
798,328,203,4,29.58
799,506,511,1,495.18
800,432,123,2,229.13
801,616,335,10,194.51
802,591,22,5,13.83
803,803,877,10,494.04
804,934,473,5,69.87
805,991,413,1,448.44
806,941,541,1,172.01
807,17,72,8,52.08
808,822,426,5,140.96
809,772,355,7,44.48
810,794,321,8,308.1
811,403,306,8,249.2
812,657,991,2,422.32
813,961,633,2,19.5
814,49,846,1,73.67
815,331,883,7,117.04
816,91,196,6,408.99
817,551,6,1,133.55
818,804,45,2,28.76
819,312,77,5,168.02
820,628,811,7,138.61
821,175,948,3,293.81
822,123,130,6,431.64
823,772,599,7,320.27
824,685,126,9,266.16
825,592,490,8,488.29
826,330,792,8,116.79
827,271,785,5,357.13
828,362,572,4,331.44
829,753,877,4,349.01
830,77,996,8,34.83
831,14,687,4,236.73
832,395,193,8,56.74
833,214,834,10,381.99
834,527,880,6,381.44
835,320,726,8,329.37
836,869,517,2,457.49
837,225,939,6,195.86
838,464,889,10,259.16
839,799,410,4,38.98
840,434,169,5,475.99
841,592,664,2,77.91
842,898,110,2,124.08
843,916,472,3,137.04
844,488,678,9,229.06
845,272,122,9,46.61
846,442,218,3,201.48
847,442,521,6,31.31
848,280,379,2,29.32
849,392,750,7,101.0
850,194,413,3,299.05
851,543,623,8,261.72
852,112,698,1,324.94
853,982,114,4,62.02
854,917,37,10,136.76
855,68,545,2,141.35
856,904,636,7,198.99
857,104,226,5,250.11
858,176,805,4,177.08
859,295,723,10,147.55
860,4,97,3,254.1
861,718,638,8,370.85
862,874,929,4,89.27
863,698,72,3,97.74
864,922,467,3,481.31
865,683,486,7,170.36
866,182,998,5,441.22
867,175,696,1,299.03
868,993,486,10,5.5
869,895,254,8,59.15
870,839,18,10,341.62
871,298,856,4,265.01
872,172,774,3,388.75
873,103,312,6,229.05
874,753,360,9,132.38
875,499,260,6,232.08
876,848,362,5,356.53
877,913,531,10,244.76
878,277,703,9,365.47
879,22,152,7,428.85
880,676,146,6,251.43
881,251,592,7,182.91
882,763,92,4,460.72
883,387,655,2,482.9
884,899,642,9,450.11
885,461,982,9,91.6
886,933,696,6,444.56
887,401,604,7,472.91
888,283,317,4,25.34
889,533,719,6,417.91
890,126,444,8,285.5
891,812,812,6,147.76
892,993,9,8,463.98
893,151,478,3,263.98
894,297,639,9,333.84
895,311,499,5,36.99
896,302,16,8,25.27
897,290,846,10,66.1
898,501,314,1,218.01
899,677,855,1,29.7
900,142,359,5,393.71
901,515,682,9,81.74
902,89,731,5,75.61
903,751,202,7,294.69
904,83,298,4,20.91
905,956,364,4,406.8
906,653,396,7,202.56
907,926,101,5,460.5
908,612,319,3,284.13
909,696,897,6,403.17
910,143,700,4,128.76
911,427,568,4,154.03
912,88,305,10,463.92
913,473,559,3,191.1
914,897,854,7,52.54
915,540,453,6,254.39
916,702,730,6,236.85
917,438,478,7,480.92
918,473,29,9,18.08
919,786,432,2,379.15
920,630,929,5,394.38
921,595,525,6,68.0
922,557,922,10,439.51
923,55,774,7,67.34
924,687,7,8,404.7
925,896,531,8,420.4
926,87,57,5,415.8
927,666,110,6,299.2
928,842,298,10,243.33
929,340,886,1,65.11
930,599,691,9,370.98
931,55,719,4,260.55
932,576,759,8,72.52
933,917,692,3,153.94
934,319,737,1,403.78
935,639,705,4,61.78
936,1,157,10,440.55
937,533,100,4,106.13
938,486,26,9,224.69
939,57,949,2,153.46
940,496,189,4,421.65
941,560,267,10,342.25
942,880,674,10,65.98
943,150,652,1,96.48
944,839,763,4,89.53
945,760,717,9,104.17
946,492,297,5,335.43
947,983,603,8,186.83
948,282,401,7,350.34
949,110,476,7,407.68
950,152,29,5,231.26
951,578,399,1,292.37
952,35,661,10,225.02
953,930,929,6,481.58
954,480,904,8,142.07
955,163,367,9,428.64
956,516,216,6,451.76
957,538,400,9,36.07
958,672,156,6,329.69
959,577,348,8,359.02
960,806,144,5,393.56
961,675,311,7,38.76
962,860,661,8,191.38
963,484,621,3,290.14
964,950,520,9,133.32
965,715,332,10,477.82
966,357,599,10,415.79
967,70,47,1,426.76
968,163,238,2,334.3
969,512,957,8,165.21
970,238,791,4,57.19
971,902,179,7,379.13
972,431,945,2,35.65
973,257,118,1,424.17
974,75,453,6,305.23
975,861,31,3,163.97
976,716,461,7,70.94
977,653,588,9,103.87
978,259,503,8,341.03
979,231,207,3,219.86
980,542,829,4,47.58
981,25,645,2,105.75
982,830,144,1,182.98
983,418,582,9,432.92
984,349,190,9,250.61
985,853,213,10,414.65
986,513,361,6,311.15
987,573,874,3,401.79
988,450,438,7,437.62
989,583,81,3,392.28
990,306,104,2,251.86
991,53,616,9,168.81
992,230,842,5,461.53
993,258,400,6,38.64
994,893,162,5,42.01
995,590,248,9,466.25
996,513,320,7,311.23
997,560,715,2,293.47
998,960,940,5,328.35
999,34,347,7,134.14
1000,343,910,1,73.95
